timestamp,latitude,longitude,speed,course,wind_direction,wind_speed_knots
2025-03-27 15:12:33.163193,35.45,139.65,4.800000000000001,135.0,90.88080807449161,11.969043192169995
2025-03-27 15:12:43.163193,35.45015699360645,139.65015729835264,4.800000000000001,45.05555555555556,92.56652280099374,12.257646636069909
2025-03-27 15:12:53.163193,35.4496850989921,139.65031368202378,4.800000000000001,135.11111111111111,90.02070091777554,12.005973338484743
2025-03-27 15:13:03.163193,35.45047006480958,139.65047280752174,4.800000000000001,45.16666666666667,91.11393057794443,11.42640109900408
2025-03-27 15:13:13.163193,35.44936898255052,139.65062614152208,4.800000000000001,135.22222222222223,88.40340110021316,11.960531827574943
2025-03-27 15:13:23.163193,35.45078191172007,139.6507895303459,4.800000000000001,45.27777777777777,90.82983265639717,11.549397629669189
2025-03-27 15:13:33.163193,35.449051654234864,139.65093737496287,4.800000000000001,135.33333333333331,89.4391531215412,11.35702447975115
2025-03-27 15:13:43.163193,35.45109253081043,139.65110746326087,4.800000000000001,45.388888888888886,87.46902366860675,11.932422704990604
2025-03-27 15:13:53.163193,35.44873311761387,139.65124737882323,4.800000000000001,135.44444444444446,92.49301112690037,11.548701655280306
2025-03-27 15:14:03.163193,35.451401918562375,139.65142660269342,4.800000000000001,45.5,91.97589760281676,11.551348623945753
2025-03-27 15:14:13.163193,35.44841337626537,139.6515561495895,4.800000000000001,135.55555555555554,90.58323567323566,12.074485367224725
2025-03-27 15:14:23.163193,35.45171007146688,139.65174694506115,4.800000000000001,45.611111111111114,90.97035354049044,12.329455056500029
2025-03-27 15:14:33.163193,35.44809243377628,139.6518636837573,4.800000000000001,135.66666666666669,86.49752157089429,11.369706010393816
2025-03-27 15:14:43.163193,35.45201698602418,139.6520684867726,4.800000000000001,45.72222222222223,92.74156654717262,12.51241180103668
2025-03-27 15:14:53.163193,35.447770293742565,139.6521699778315,4.800000000000001,135.77777777777777,93.8036713306968,13.142633285662624
2025-03-27 15:15:03.163193,35.4523226587438,139.65239122422733,4.800000000000001,45.83333333333333,92.61267372553674,12.718941330174305
2025-03-27 15:15:13.163193,35.44744695976923,139.65247502832628,4.800000000000001,135.88888888888889,94.0989062458153,11.952930011738937
2025-03-27 15:15:23.163193,35.4526270861446,139.65271515381576,4.800000000000001,45.94444444444444,91.27488291261164,11.925992183931085
2025-03-27 15:15:33.163193,35.4471224354703,139.65277883176512,4.800000000000001,136.0,92.49105422078313,12.196266946463664
2025-03-27 15:15:43.163193,35.452930264754734,139.65304027191945,4.800000000000001,46.05555555555556,90.50256035124544,11.33473898692312
2025-03-27 15:15:53.163193,35.44679672446876,139.65308138468092,4.800000000000001,136.11111111111111,91.44740191849604,11.520451308589696
2025-03-27 15:16:03.163193,35.45323219111174,139.65336657491085,4.800000000000001,46.16666666666667,87.62574320431987,12.185653244589552
2025-03-27 15:16:13.163193,35.446469830396595,139.65338268361586,4.800000000000001,136.22222222222223,91.04200153962202,12.525269289834641
2025-03-27 15:16:23.163193,35.45353286176252,139.65369405915354,4.800000000000001,46.27777777777777,96.87564975123198,11.954457648445246
2025-03-27 15:16:33.163193,35.44614175689472,139.65368272512157,4.800000000000001,136.33333333333331,88.04916525069879,12.573149558867854
2025-03-27 15:16:43.163193,35.45383227326339,139.65402272100215,4.800000000000001,46.388888888888886,95.77651845401549,12.26090625555497
2025-03-27 15:16:53.163193,35.44581250761296,139.65398150575902,4.800000000000001,136.44444444444446,91.95707939953998,12.010854275761721
2025-03-27 15:17:03.163193,35.45413042218006,139.65435255680237,4.800000000000001,46.5,89.49261817715492,12.473138522354848
2025-03-27 15:17:13.163193,35.44548208621006,139.6542790220987,4.800000000000001,136.55555555555554,93.5706371772469,11.073237426854298
2025-03-27 15:17:23.163193,35.45442730508771,139.65468356289105,4.800000000000001,46.611111111111114,94.0923059793781,12.277970324078971
2025-03-27 15:17:33.163193,35.44515049635363,139.6545752707205,4.800000000000001,136.66666666666669,92.45744204158491,13.01302134926589
2025-03-27 15:17:43.163193,35.45472291857097,139.65501573559612,4.800000000000001,46.72222222222223,93.78383202648581,10.923626516635526
2025-03-27 15:17:53.163193,35.44481774172012,139.65487024821374,4.800000000000001,136.77777777777777,89.2738107885472,11.88835354747411
2025-03-27 15:18:03.163193,35.455017259223965,139.65534907123674,4.800000000000001,46.83333333333333,90.8278422688966,12.080349288908291
